pea	0.010393	0.00144097	-0.0116916	-0.00799395	-0.020884	0.00753861	0.00658884	-0.00471612	-0.00333738	0.00402899	-0.000771738	-0.0177387	-0.00894279	0.00306947	0.00468678	-0.0112099	-0.00217494	0.000431114	-0.0107877	0.0186241	-0.0143548	-0.0228625	0.00447026	0.00495171	-0.00260843	0.00391356	0.0127662	0.00136055	0.00302576	0.00368489	0.00841447	-0.0215479	-0.00722092	-0.00963163	0.0132388	-0.0179144	0.00891424	-0.00115467	0.00516593	0.0170381	0.00599735	0.0111151	-0.00840619	0.00577908	0.0019481	-0.00222906	0.00359396	-0.0022323	-0.00516231	-0.00387902	0.000638356	0.00707242	-0.00264991	0.00474049	0.0219843	-0.00684856	0.00347156	0.00203008	0.021075	0.0159842	0.00485484	-0.00384578	0.0162415	-0.0175141	-0.00129697	0.00870065	-0.00933787	0.00674722	-0.00820758	0.00143237	0.0110472	-0.00719837	0.00584235	-0.00869869	-0.0124046	-0.00386646	0.00435618	0.00357129	-0.0202676	0.0059248	0.00138094	-0.015504	-0.0100513	-0.00984575	0.0109373	0.0101068	-0.0135763	0.00939527	0.00229872	0.0193356	-0.00914895	-0.00509173	0.00209725	-0.0156796	-0.00604924	0.0148841	-0.00477776	-0.00257244	0.00602735	-0.00309613
indian	-0.0151505	0.00122846	-0.00934931	-0.00734843	0.00968325	0.000192385	0.00820128	-0.01527	-0.0221743	0.00219812	-0.0297024	0.0035771	-0.00384365	0.0174472	0.0017995	-0.0134557	0.0151996	-0.00627925	-0.01937	-0.00383771	0.00534868	-0.0146215	-0.000666685	0.00694724	-0.0124731	-0.00687557	0.0284826	-0.0093518	-0.0152917	-0.00645552	0.0182415	-0.0135574	0.00758179	0.00413772	0.00362715	0.00130559	0.020511	-0.00273593	0.00396674	0.00292515	0.0107281	0.00853753	-0.0032319	0.0195785	0.0017728	-0.0129111	-0.0129059	0.000928645	-0.00526584	-0.00468325	0.028901	0.0167305	-0.00820563	0.0171046	-0.00010807	-0.00236412	0.00696	0.0178958	0.0287143	-0.00206792	0.0142465	-0.00338283	0.0214664	0.00433879	-0.0063134	-0.00892265	-0.00812688	0.0176407	0.0185015	-0.00536735	0.000393233	0.00242408	-0.0201083	-0.00399831	-0.0110335	0.00322817	0.00162614	-0.0130303	-0.0243018	0.0210325	0.0287793	-0.030383	0.000884428	-0.00181415	0.02686	-0.00467608	0.00529421	-0.00560476	-0.00935199	0.00975179	-0.0192838	-0.00707227	0.0214471	-0.00407999	0.010067	0.0184205	-0.00113004	-0.00836536	0.00260041	-0.00735848
red	0.00039749	-0.0118777	0.00606945	0.00571524	-0.00254941	0.00416958	0.000717796	0.00319715	-0.00544847	-0.0240717	0.00276184	6.63609e-05	-0.014665	-0.0041903	0.00746239	-0.000179008	-0.00501045	-0.00847639	0.00468005	0.0138584	-0.00312719	-0.00464888	-0.00597706	-0.00868221	0.00862386	0.00533411	0.006785	-0.00417398	-0.0117275	-0.000968498	-0.00838001	-0.00954852	0.00426842	0.00477901	0.00143083	0.0019184	-0.000524216	0.00110517	0.00467838	0.00490046	0.00779711	0.00727464	-0.00882036	-0.00379377	-0.000696517	-0.00706149	-0.0042556	-0.00248605	0.00242049	0.00290114	0.00654269	-0.00614679	0.00475103	-0.00025871	0.000403689	0.00297123	0.00753181	0.00307579	-0.0085554	0.00232461	-0.00478457	0.00332349	0.000402438	0.000876827	-0.000775994	0.00521671	-0.00378942	0.00738114	0.0024749	-0.00674662	-0.00180422	0.00616151	0.00507858	-0.000207168	-0.017246	-0.0087265	0.00283787	-0.011624	-0.0118195	0.00362741	-0.0022884	0.00145473	-0.0146036	-0.00348317	0.0031181	0.0112164	-0.000733308	0.00153532	0.00541398	0.00675046	-0.00340665	0.00752735	-0.00645129	0.00270603	0.00942383	0.00761368	-0.000953543	-0.00239367	-0.00570823	-0.000999892
lime	0.0112244	0.0011821	-0.0103811	-0.00221387	-0.0156508	-0.00719452	0.00985936	-0.00661266	-0.00708487	-0.00235275	-0.00328571	-0.00335896	-0.0119373	0.0136916	0.00819063	-0.0167539	0.00610924	-0.00942116	-0.0100881	0.00296588	-0.0160092	-0.0311812	0.00204797	0.00231343	-0.00317222	0.000467821	0.0121016	0.0124835	-0.000641592	0.00150094	0.0108155	-0.0195278	0.0022542	-0.00568537	0.00540348	-0.000922097	0.0022463	-0.00324699	0.0013714	0.0175616	0.00142085	0.00995846	-0.00543789	0.00406457	-0.00201153	0.00162772	0.0128969	0.00749881	-0.00217511	-0.00812265	-0.00435669	0.00266027	-0.00423576	0.00980132	0.0140044	-0.0114034	-0.00472784	-0.00935675	0.000301695	0.00785882	0.0174231	-0.013754	0.0125693	-0.00296774	-0.0113535	0.008042	-0.016892	0.0110648	0.000860753	5.2437e-05	-0.00394723	-0.00182044	-0.000191797	-0.00824124	-0.0245395	0.00254186	0.0129791	-0.00693168	-0.0270378	0.00673377	0.0173673	-0.0108412	-0.00324895	-0.0183006	0.0139959	0.00115047	-0.00484673	-0.00735723	-9.32826e-05	0.0127866	-0.0044137	-0.0053829	0.0192891	-0.00891826	-0.00014332	0.00262961	0.00371448	-0.00243344	0.00757435	-0.00207003
gourd	0.00618955	-0.0025193	-0.0041386	-0.010988	-0.0218756	0.0142365	0.00550123	-0.012271	-0.00268686	0.00648307	-0.00431551	-0.0170553	-0.0124517	0.00368276	0.00798735	-0.0115936	-0.00486337	-0.0022646	-0.00874877	0.0114527	-0.011303	-0.015807	0.00276647	0.0078956	0.00316918	0.00501414	0.0105459	0.00313746	0.00862871	-0.000447154	0.00891599	-0.00991707	-0.00583035	-0.00776126	0.0108973	-0.0115753	0.0103711	0.00194231	0.00907581	0.0201966	0.00742478	0.0124055	-0.00882991	0.00953841	0.00459025	-0.00672467	0.00255889	2.18608e-05	-0.00615447	-0.00560849	-5.74752e-05	0.0126103	-0.00232087	0.00325228	0.0211718	-0.0155608	0.00858237	0.00727661	0.0282898	0.0134554	0.00893864	-0.00291919	0.0110361	-0.0138213	-0.00245986	0.00943602	-0.0119501	0.00567277	-0.00927367	0.000926943	0.0138233	-0.00732076	0.00548215	-0.00259191	-0.0117438	-0.00113834	-0.00184528	0.00100368	-0.0161152	0.00851309	0.0019548	-0.0147193	-0.00584043	-0.0131302	0.0130264	0.0115535	-0.011758	0.0120214	-0.00123811	0.0190168	-0.00468027	-0.00217048	0.0103751	-0.0139833	-0.00628803	0.0128048	-0.0044765	-0.00420451	0.00934112	-0.00385631
black	0.00964109	-0.00790459	-0.00303018	0.00478304	-0.0161435	0.0082723	0.00527335	-0.00104619	-0.000138488	-0.0167623	0.0101166	-0.00027398	-0.00813411	0.00340637	0.0130814	-0.00114385	-0.000343506	-0.00477344	-0.000375478	0.0263758	-0.0278698	-0.0181378	0.0105984	-0.00232235	-0.00237856	0.00383393	0.0117865	-0.0104883	-0.00908519	-0.00478624	0.0011838	-0.00408437	-0.00370007	-0.00239497	0.0198405	-0.0176353	0.0120253	-0.00690318	-0.00148148	0.00895792	0.00630143	0.0149243	-0.00828914	0.00125854	0.00292463	-0.0141621	-0.00397885	-0.00610538	0.00228039	-0.00187249	0.00985339	0.00358169	0.000635472	-0.00384825	0.00739165	-0.000309857	0.0143779	0.00895131	0.0153345	0.0112128	-0.00572991	-3.84322e-05	0.0109814	-0.0202988	0.00565621	0.00862822	-0.00246666	0.0020962	0.00682809	-0.00839043	0.0118801	-0.0101626	0.0065723	-0.0157747	-0.0156257	-0.00823319	0.00212062	-0.0127206	-0.016768	0.0084823	-0.00561912	-0.011463	-0.01287	-0.00105398	0.00871924	0.00640825	-0.0157131	0.0194034	0.00587529	0.0168976	0.00387927	-0.00423837	-0.00303098	-0.015811	-0.0022721	0.0193674	-0.00634878	0.00274791	0.00283144	0.00645027
fruit	0.00792563	0.00620307	-0.0015691	0.00479334	0.00140276	-0.00668443	0.0202153	0.00109617	-0.0111256	0.000169324	0.00174548	0.015469	0.00188233	0.0120471	-0.000685037	-0.00128889	-0.0024322	-0.00896252	-0.0109406	0.00094305	-0.00601481	-0.0158921	0.000166802	0.0137594	-0.00409895	-0.0155677	0.00690799	0.00624418	-0.00685668	0.00199725	0.0263237	-0.00262779	0.0165045	0.00484302	0.0194151	-0.000922249	0.0075033	0.00198926	-0.00314025	0.0170908	0.000304074	0.00193982	0.00572935	0.00229377	0.00904868	-0.0120114	0.00383288	0.00194008	0.00401598	-0.0120232	-0.00036412	0.0022821	-0.00822243	-0.00602677	0.0032027	0.00257117	0.00288997	0.00543514	0.00472713	0.015101	0.000601649	-0.0150338	0.015129	-0.00629518	0.00896402	0.00936721	0.000383198	0.00979215	0.00492038	-0.0092923	0.00154127	0.00299969	0.0059016	-0.0171699	-0.018432	-0.00287997	-0.000114561	-8.63887e-05	-0.0116417	0.00869941	-0.00108651	-0.0160328	-0.011617	-0.012419	0.00507563	0.00612316	0.00107691	0.014863	-0.00692229	-0.00163884	0.0107293	-0.00798587	0.0217559	-0.00725951	0.00346334	0.0175498	0.00549776	0.00581973	0.00294221	0.00165078
grape	-0.00523435	0.00203583	-0.00915243	0.00159016	-0.0121825	-0.00148574	0.00962825	-0.0113981	-0.0108047	-0.00196584	-0.0104503	0.00698355	0.00227795	0.018955	-9.7714e-05	-0.0110248	-0.000593997	-0.00687469	-0.0140657	-0.00191077	-0.0100109	-0.0198394	0.00366313	0.00259037	-0.000685279	0.00252917	0.00937467	0.00983134	-0.00661723	-0.00130725	0.0125731	-0.0104621	0.00614083	-0.00412245	0.00390495	-0.0116201	0.00623871	-0.00608292	0.00456305	0.0151495	-0.00235189	0.0199549	-0.0118391	0.0143491	0.00271715	-0.0051183	0.010525	0.00300311	-0.00503135	-0.00404789	0.000947638	0.00177186	0.00492192	0.0038781	0.0107782	-0.012292	0.000712318	0.00732032	0.0283534	0.00856552	0.0116869	-0.00741721	0.0181581	-0.00777613	-0.0128785	0.0104418	-0.0193925	0.0145431	0.00431052	0.0104795	0.00502349	-0.00748547	-0.00301643	-0.0110782	-0.0152347	-0.00301989	0.00834259	-0.00545122	-0.0190221	0.00374015	0.00933265	-0.0186207	-0.0116814	-0.0218614	0.0153747	-0.00788882	0.00996707	0.00841175	0.00193852	0.00438158	-0.00670913	-0.00187931	0.0155724	-0.00144796	-0.000772854	0.00662602	-0.00921012	-0.0068171	0.00883484	-0.00804765
sauce	0.0131907	0.000152772	0.0172066	0.00119757	0.0185454	0.00734507	-0.018599	0.00967207	-0.00728023	0.00422595	0.0264431	0.00738395	0.00507398	-0.0222496	-0.00977991	0.00423387	-0.016424	-0.0054167	0.0101636	-0.0215698	0.0157748	0.0225684	-0.0225419	-0.00130427	0.00054061	-0.00744246	-0.00833998	0.00473404	-0.00269655	-0.0117173	-0.00318208	0.0137678	-0.00500409	0.0175232	-0.00355255	0.024641	-0.0147407	0.009385	0.00179076	0.00123918	0.0135315	-0.043628	0.0342394	-0.0104863	0.013358	0.00795381	-0.00900096	0.0125544	0.00281072	0.000360784	0.00888891	0.0124239	-0.00981767	-0.0175802	-0.0131778	-0.00832663	0.0104923	0.00179922	-0.00428108	-0.00370177	0.0131709	0.0106927	-0.0261099	0.0230186	0.00806741	-0.0103682	0.0223011	-0.00676854	-0.0107912	-0.0188847	0.00912198	0.0146181	0.00888712	0.0207201	0.0174632	0.0106859	0.00699384	0.000548466	0.0152575	-0.0140309	-0.0217503	-0.00282925	0.00198808	0.018988	-0.0181924	0.00665714	-0.00433161	0.0143517	-0.00268623	-0.0194474	0.00572681	0.0242188	0.00588019	0.0171766	-0.00155574	-0.015563	-0.00495754	0.0130455	0.00355191	0.0041614
fig	-0.00997264	0.0144812	-0.00918791	-0.00903975	0.00892426	-0.00743218	0.00311188	-0.0127705	-0.0197862	0.0171879	-0.0147645	-0.00493724	-0.00860136	0.0240893	-0.00619758	-0.0156036	0.0208914	0.00198973	-0.0342517	-0.00278551	0.0084416	-0.0146595	-0.000703912	0.00599218	-0.023535	0.00354443	0.0217215	-0.00937	0.00552789	-0.0117656	0.0156456	-0.0129606	-0.00370854	-0.00258745	0.00455601	0.00625614	0.00934692	0.0019751	-0.00955162	0.0218443	0.0012574	0.0098324	0.00091259	0.0219013	0.0110681	-0.000899401	-0.0078911	0.000377168	0.00785246	-0.00949381	0.019837	0.0179595	-0.000336245	0.0159862	0.010997	-0.00239606	0.00733129	-0.000676126	0.013905	-0.00848337	0.00902666	-0.0106704	0.0105219	0.00527711	-0.000737833	0.0105102	-0.0144131	0.0130229	0.00939649	-0.00345524	0.00768096	-0.000426809	-0.0178112	0.00665504	-0.0148349	0.00564765	0.00370926	-0.0143301	-0.0258452	0.0116114	0.0327882	-0.016596	0.0047101	0.0191783	0.0293586	-0.0096428	-0.000535318	-0.00828039	0.000327778	0.0168733	-0.0198067	-0.00951276	0.0279413	-0.011784	0.00377612	0.0103226	0.00144087	0.00069715	0.00189869	-0.00170411
onion	-0.00274215	-0.00144236	-0.0174915	0.00460612	-0.0213871	0.0202525	0.00431598	-0.00793437	-0.0117172	-0.00685618	-0.0041928	-0.0156819	-0.00791108	0.0115318	-0.00383811	-0.0125092	0.00772732	-0.00628449	-0.0140147	0.00891443	-0.0168913	-0.0370507	0.00802215	0.00085303	0.000358725	0.0170294	0.0172321	0.0100065	-0.000528496	-0.00154513	-0.00636676	-0.0245242	-0.00612305	-0.00791427	0.00119231	-0.026279	0.00666708	-0.010935	0.0122456	0.0209311	0.00733497	0.0342794	-0.0262752	0.0205452	-0.012132	-0.00448041	0.00928944	-0.00206523	-0.00283809	-0.00331453	0.00557051	0.000289436	0.00597242	0.0156316	0.0236097	-0.0146566	0.00956346	0.00493576	0.0241085	0.0151448	0.00582989	-0.00367877	0.01989	-0.0140797	-0.0210118	0.0134016	-0.0258433	0.0217465	-0.00505219	0.0132498	0.00400851	-0.0114757	-0.0035427	-0.0129604	-0.0201926	-0.0138072	0.0179731	-0.00805545	-0.0356566	0.00431942	0.0194875	-0.0108499	-0.00931452	-0.021107	0.0262951	-0.00216843	0.0028024	0.00465789	0.00141949	0.0330365	-0.0139265	-0.00163877	0.018147	-0.0108342	-0.0120874	0.00710352	-0.00671971	-0.00608212	0.0129678	-0.0161706
