apple	0.00784406	-0.000433946	-0.023856	-0.0115444	-0.0297378	0.0253401	0.000772293	-0.0106922	-0.0254222	0.0158778	-0.000474036	-0.0259866	-0.0174135	0.00671632	-0.00531098	-0.0228438	-0.00760035	-0.00738078	-0.0267284	0.0157993	-0.0153414	-0.0438049	-0.00171668	0.0122287	-0.00447125	0.00819541	0.0218689	0.0244414	0.00504606	0.00226151	0.00979497	-0.0438084	-0.0144033	-0.0108721	0.0120176	-0.0245535	0.00359783	-0.00287512	0.0145716	0.0423705	0.0132176	0.020001	-0.0148841	0.0200914	0.00163741	-0.00301209	0.0108076	0.00108149	-0.00927631	-0.00717088	-0.000749862	0.019301	-0.00311726	0.00879196	0.0362247	-0.025045	0.0152078	0.00397785	0.0409452	0.030414	0.0250473	-0.00873277	0.0245241	-0.0174593	-0.0158435	0.0158852	-0.0281069	0.026678	-0.0258554	0.0117544	0.0166474	-0.0126242	0.0082199	-0.0141673	-0.0187124	-0.00708508	0.0181101	0.00432037	-0.0406301	0.00801796	0.011503	-0.0386029	-0.0161348	-0.0286067	0.0254708	0.0106654	-0.0095656	0.0207331	-0.00106128	0.0391548	-0.0221099	-0.00343828	0.0282217	-0.0165022	-0.0164032	0.013663	-0.0174452	-0.00940781	0.0228025	-0.0207782
bean	-0.0068664	0.0116405	-0.00646739	0.00333056	-0.00191542	-0.00320348	0.00298884	-0.00640491	-0.000360974	0.024904	-0.00781916	-0.0143421	-0.00814741	0.0135213	-0.00926558	-0.0071328	0.0103385	0.00278403	-0.0199025	0.000177318	0.000495322	-0.0100141	-0.00576479	0.0192191	0.00186937	0.00428274	0.00507341	0.0104939	0.00927062	0.00328514	0.00752014	-0.0091106	0.00121141	0.00169091	0.00775041	-0.00967078	0.0116535	-0.00507126	0.00808354	0.025319	0.00930697	0.0134872	-0.0068615	0.0136228	-0.00889693	0.00492501	0.0113839	0.00030526	-0.013762	-0.000390537	-0.00643243	0.010565	-0.00274271	0.00970784	0.0155853	-0.0102034	-0.00318873	0.0129511	0.0228002	0.0129378	0.0160469	-0.01802	0.0215	0.00253761	-0.00386019	0.0153802	-0.0185338	0.0132123	-0.0104245	0.0116834	0.00221246	-0.000990684	-0.008126	0.000864592	-0.00620297	0.00318477	0.00812508	0.0060208	-0.00959498	0.00269473	0.0181957	0.00183794	0.000245339	-0.00763001	-0.00131879	-0.00128615	-0.00194236	-0.00544253	0.00294979	0.0105155	-0.00515676	0.00165647	0.0188359	-0.00641017	-0.00250291	0.011776	0.0104552	-0.00224348	0.00586627	-0.00864733
squash	-0.00733483	0.0108464	-0.00857548	0.00617511	-0.00414175	-0.00159269	0.00615167	-0.00920963	-0.00153013	-0.00496679	-0.0113079	0.00499211	0.00111002	0.0228904	-0.0076208	-0.0133782	0.00184707	-0.00129445	-0.0175089	-7.65818e-06	-0.00564287	-0.0129327	0.00675493	0.00612437	-0.00109957	0.0134993	0.0100723	0.00301558	0.00194261	0.0104568	0.00664363	-0.0177173	0.0061249	0.00306802	0.000975246	-0.0161843	0.00811572	-0.00701395	0.00154786	0.0179261	0.00656388	0.0143288	-0.0251017	0.0175848	0.00140192	-0.00322971	0.00167398	-0.00736575	-0.00163253	-0.0109751	0.00236477	-0.000336102	0.00628798	0.00317719	0.0135961	-0.00318563	-0.00963553	0.0117614	0.0258273	0.000891565	0.00768632	-0.00852793	0.0155056	-0.00629267	-0.0133676	0.0135102	-0.0216092	0.0133675	0.00177767	0.0104691	-0.0130601	-0.00396947	-0.00811992	-0.0107923	-0.0167265	-0.000321223	0.00351335	0.000269019	-0.0128415	0.0102792	0.0124903	-0.00105453	-0.0101824	-0.0126644	0.0099691	-0.00424675	0.00653787	0.00345695	0.0052741	0.0155199	-0.0062722	-0.00706126	0.0127849	-0.00999764	5.71406e-05	0.0109436	0.000202291	-0.00404011	-0.000420417	-0.0118351
pepper	0.0118493	-0.00427112	-0.00747062	0.00245839	-0.0102262	0.00846495	0.0094529	-0.00214285	-0.0107801	-0.0246029	0.00481805	0.00407461	-0.00347697	0.00789035	0.00494845	-0.00267657	-0.00802421	-0.0109922	-0.00242901	0.012054	-0.0189611	-0.0213931	0.0110439	-0.00662689	-0.0063616	0.008104	0.0107948	-0.00450789	-0.00925023	-0.00391631	-0.00194092	-0.00915544	0.00183606	-0.00775621	0.00794538	-0.0123515	-0.00437704	-0.0109347	-0.00379251	0.00952417	-0.00478399	0.0139379	-0.0104093	0.00302657	0.00206637	-0.00879782	0.00162105	-0.00279541	0.00319734	-0.00229754	0.00889722	0.00032174	0.00664179	0.00356518	0.00625512	-0.000266544	0.00618935	-0.00206027	0.00376782	0.00172688	-0.00781275	-0.0040366	0.00356155	-0.0111893	-0.00464087	0.00266343	-0.00180422	0.0092881	0.00781542	-0.00697789	0.0125868	-0.00158667	0.00216599	-0.0136734	-0.0200085	-0.0123519	0.00883397	-0.0106783	-0.0201708	0.00819822	-0.00204354	-0.0182148	-0.0163515	-0.0041662	0.0189427	0.00108317	-0.0120536	0.0151582	0.00778467	0.0123435	-0.00328161	-0.00869452	0.00280883	-0.0106821	0.00274174	0.00309928	-0.00938756	-0.00380312	-0.00457106	0.00424963
cherry	-0.00115998	0.00134188	-0.00394193	0.00914739	-0.011419	0.000329208	-0.0021808	-0.000318257	-0.00758917	-0.00336634	0.00192263	0.00132649	-0.00687282	0.00654409	-0.00563067	-0.0113471	0.00290081	-0.00417506	-0.0160955	0.0030267	-0.0121903	-0.0237397	0.000402411	0.00459086	-0.00385055	-0.00255763	0.00896677	0.0147409	-0.00273189	0.000735979	0.00252844	-0.0201815	-0.00209823	0.00102536	0.00780461	-0.0119025	0.00788436	-0.00882793	0.00657573	0.0273518	0.00786645	0.00942442	-0.00964782	0.0108906	-0.00121039	-0.000104457	0.00306051	-0.00364289	-0.00502103	-0.00402856	-0.00156569	0.00292876	0.000519937	-0.000755855	0.00488531	-0.0141818	0.00424627	0.00161707	0.022875	0.0150161	0.0160472	-0.00822037	0.0150993	-0.00794951	-0.0133561	0.0114553	-0.0195546	0.0208421	-0.00178907	0.00806803	-0.000937756	-0.0117879	0.00293847	-0.00980003	-0.0137312	-0.00571745	0.0164274	-0.00293897	-0.0224015	0.00298507	0.0129497	-0.0110054	-0.0128551	-0.0176697	0.00518362	-0.00609568	0.00512546	0.00574079	-0.00262694	0.0109335	-0.00378723	-0.00134952	0.0238275	-0.00287714	-0.0111993	0.00238404	-0.00828663	0.000383694	0.0138832	-0.00840149
plum	-0.00301984	0.00811582	-0.0101888	0.00418997	-0.00504129	-0.00308387	0.00399586	-0.0054699	-0.00385489	0.00766542	-0.00160243	-0.00714906	-0.00193788	0.010087	-0.00878765	-0.0129841	0.00437741	0.00280166	-0.0187272	0.00470252	-0.00850868	-0.0197802	0.00277982	0.011947	-0.00034475	0.00308233	0.0124427	0.0125174	0.00676529	0.00992674	0.00939605	-0.0185669	0.00452947	-0.00109282	0.0103773	-0.0194507	0.0089867	-0.00623655	0.00456346	0.0231084	0.00789783	0.0185848	-0.0130528	0.0123693	-0.00775619	-0.000924594	0.00289037	-0.000789507	-0.00968471	-0.00745663	-0.00497582	0.00674088	-0.000225433	0.00565302	0.0189815	-0.00558656	0.000200224	0.00331798	0.0225066	0.0112724	0.0132438	-0.0147439	0.0189211	-0.00659675	-0.00794437	0.0184992	-0.0177462	0.0149877	-0.00371444	0.00689565	0.00117029	-0.00364082	-0.00377609	-0.00855858	-0.0130898	-0.00418382	0.0146116	0.00103423	-0.0155037	0.0057173	0.0152176	-0.00471881	-0.00791511	-0.0111318	0.00683239	-0.000994975	-0.00443774	0.00403426	0.00374802	0.0153925	-0.00890646	-0.00288706	0.0141273	-0.00629993	-0.00485612	0.0117005	0.00316422	-0.00266488	0.00883813	-0.00608386
lettuce	-0.011602	0.0271755	-0.0115558	-0.00161941	0.0105261	0.00619323	-0.00125335	-0.00571734	-0.0186518	0.0129094	-0.00792046	-0.00847717	-0.0108409	-0.00318987	-0.016201	0.00106342	0.0181796	0.00301946	-0.0192715	0.00110614	0.0128862	-0.0112797	0.00441202	0.0108486	-0.00394429	0.000155984	0.0159976	-0.00575801	0.00769972	0.000595885	0.0121184	-0.0277108	-0.000496839	-0.00407812	0.0157902	-0.00113756	0.0124597	-0.0121477	0.0112649	0.0174404	0.0172196	0.0153332	-0.00644244	0.0118709	-0.00483088	-0.00342709	0.00152219	-0.00105385	-0.0189553	-0.0160798	0.00652849	0.0185899	-0.0203459	0.0185045	0.0142786	0.00405547	0.00110554	0.00962072	0.0186116	0.0125729	0.01435	-0.0178965	0.0210413	0.0131906	-0.00552418	-0.00166189	-0.00436203	0.00573494	-0.00295764	0.00530827	-0.000831833	0.0060683	-0.00754466	0.0219442	-0.0200767	-0.00598479	0.0141672	-0.0020889	-0.016021	0.0315434	0.0323306	-0.0118995	-0.00420934	0.00514467	0.0071269	-0.00963607	-0.00889502	-0.00426816	0.00511109	0.0194087	-0.00513638	0.00117354	0.00213266	-0.00218633	0.00691619	0.0214671	0.00469276	-0.00723007	-0.00280408	-0.0088866
white	-0.00187698	-0.0181489	0.0098038	0.00126239	-0.0257794	0.0184378	0.00333833	-0.0175123	0.0147147	-0.0179125	-0.0127863	-0.00920868	-0.0266286	0.00300303	0.0219277	-0.0138016	0.00395758	-0.00918151	0.00245312	0.0233846	-0.0203763	-0.0142216	0.0072936	0.00755194	0.00455853	0.00836628	0.0195073	-0.00856158	-0.00394788	-0.00762894	-0.011359	0.0103504	-0.00134637	0.00541704	0.0104457	-0.0199549	0.0257056	-0.00229802	0.0122427	0.0189425	0.014433	0.0245816	-0.0224432	0.0159763	0.00396788	-0.0125432	-0.00768846	-0.00972243	-0.0151869	-0.00546036	0.00798152	0.0088633	0.00173196	-0.00212837	0.00950766	-0.0155097	0.0149983	0.0238936	0.0406352	0.0134654	-0.00298986	0.0161152	0.000921541	-0.012751	-0.00984931	0.0128391	-0.0173552	0.00621636	0.0144824	0.00235358	0.0139048	-0.00672978	-0.00475399	-0.000682094	-0.0255041	-0.00838564	-0.00807339	-0.0117391	-0.0184339	0.00179061	-0.00205144	-0.00592905	-0.010495	-0.0135609	0.00789453	0.00697343	-0.00413516	0.00781381	-0.00423869	0.0147523	0.00565501	-0.000421482	0.0147813	-0.0174123	0.00909234	0.010038	-0.00456136	-0.00499247	0.00708601	0.00355315
pumpkin	-0.00370222	0.0011649	-0.00906242	-0.00162653	-0.0127225	0.00983225	0.00965242	-0.00779008	-0.00098415	0.00572245	-0.0115176	-0.017497	-0.00699748	0.0140973	0.00175125	-0.003789	0.000733681	-0.00749564	-0.0121219	0.0172375	-0.000574359	-0.0178356	0.00818283	0.00749945	0.00711097	0.010507	0.0117912	-0.000407792	0.00830732	0.00144267	0.00253765	-0.0175492	-0.00715518	-0.00711115	0.00763858	-0.0192937	0.0039034	-0.00346914	0.00619129	0.021497	-0.000710571	0.0209242	-0.0191971	0.0105947	-0.00337714	-0.00927817	0.00820191	-0.00455429	-0.00848872	-0.00394492	-0.00084407	0.00170539	-0.000567901	0.00827806	0.0163731	-0.00860966	0.00392246	0.00989658	0.0188855	0.0128153	-0.00602621	0.00107876	0.0172513	-0.0104307	-0.00222528	0.011832	-0.0170782	0.00749223	-0.00423038	-0.000157583	0.0111623	-0.00552969	-0.0101825	-0.0061858	-0.0215194	-0.0105425	0.00167074	-0.00442212	-0.0168451	0.0066367	0.00891883	-0.00194416	-0.0114085	-0.0111944	0.0136176	0.00478159	-0.00540188	-0.000678554	0.00460959	0.0204339	-0.00751236	-0.000348744	0.00538466	-0.00946814	0.00274681	0.0214658	0.00248227	-0.00564153	-0.00474747	-0.00710932
melon	-0.000412454	0.00431269	-0.019002	-0.00103823	-0.0175665	0.0134997	-0.000365396	-0.0113228	-0.0227533	0.00265784	-0.00345304	-0.00712842	-0.000222638	0.0174662	-0.00843391	-0.0161434	-0.00434439	-0.00826535	-0.027984	0.000911791	-0.0134366	-0.0381338	0.00487717	0.00392385	-0.00777034	0.0110271	0.0207182	0.0135245	0.0032729	-0.00423429	0.00765414	-0.0198889	-0.000142616	-0.00601959	0.00488146	-0.0152476	0.00439221	-0.000161353	0.00460037	0.0264981	0.00618633	0.0291087	-0.0176295	0.0198102	-0.00520311	-0.00309603	0.00895005	0.00051981	0.000515186	-0.0103344	-0.000806478	0.010079	0.00515559	0.00479311	0.0253921	-0.0171308	0.0085876	0.010102	0.0254646	0.011601	0.0193759	-0.0121021	0.0164773	-0.00764593	-0.0185758	0.0227839	-0.0263396	0.0222672	-0.00713354	0.00695346	0.00381742	-0.0112099	0.0022285	-0.0126971	-0.0169785	-0.00970361	0.0210892	-0.0100825	-0.0294541	0.00261929	0.0165584	-0.0189306	-0.00651249	-0.0202075	0.02982	-0.0015246	0.0145083	0.020307	0.00694068	0.0234174	-0.00961168	-0.00433602	0.0271455	-0.0045445	-0.0118378	0.0119401	-0.0119642	0.00224704	0.0178206	-0.0115803
